,purchasenumber,purchaseobjectinfo,responsibleorg_regnum,responsibleorg_fullname,responsibleorg_postaddress,responsibleorg_factaddress,responsibleorg_inn,responsiblerole,max_price,final_price,execution_period,ratio_final_to_reserve_price,month_year,zip_code
91104,373200018821000832,"Поставка искусственных дорожных неровностей для установки на территории района Западное Дегунино по адресу: ул. Бусиновская Горка, д.2 (две полосы), за счет средств социально-экономического развития района (СЭРР 2021 г)",3732000188,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА СЕВЕРНОГО АДМИНИСТРАТИВНОГО ОКРУГА""","127434, Москва, Дмитровское шоссе, д.5, корп.1","Российская Федерация, 127434, Москва, ШОССЕ ДМИТРОВСКОЕ, 5/1",7713652964,AI,35600.0,3675510.38,220.0,103.24467359550562,2021-04,127434
91168,373200018821000896,"Выполнение работ по капитальному ремонту защитных сооружений гражданской обороны, расположенных по адресам: г. Москва, ул. 2-я Песчаная, д. 4, ул. Куусинена, д. 25, ул. 3-я Песчаная, д. 5 к. 2, Сальвадора Альенде, д. 4, к. 1, ул. Новопесчаная д. 23, к. 1, ул. Новопесчаная д. 23, к. 6, ул. Новопесчаная, д. 26.",3732000188,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА СЕВЕРНОГО АДМИНИСТРАТИВНОГО ОКРУГА""","127434, Москва, Дмитровское шоссе, д.5, корп.1","Российская Федерация, 127434, Москва, ШОССЕ ДМИТРОВСКОЕ, 5/1",7713652964,AI,5521753.33,1095829.92,190.0,0.19845687673991041,2021-06,127434
91223,373200018821000960,"Поставка сетевых фильтров для обеспечения деятельности филиала ""СЦУ"" ГКУ ""Дирекция ЖКХиБ САО"" в 2021 году",3732000188,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА СЕВЕРНОГО АДМИНИСТРАТИВНОГО ОКРУГА""","127434, Москва, Дмитровское шоссе, д.5, корп.1","Российская Федерация, 127434, Москва, ШОССЕ ДМИТРОВСКОЕ, 5/1",7713652964,CU,38700.0,4000000.0,521.0,103.35917312661499,2021-06,127434
91283,373200018821001024,"Выполнение работ по ремонту служебных помещений 2 этажа ГКУ «Дирекция ЖКХиБ САО» по адресу: г. Москва, Дмитровское шоссе д.5, корп.1",3732000188,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА СЕВЕРНОГО АДМИНИСТРАТИВНОГО ОКРУГА""","127434, Москва, Дмитровское шоссе, д.5, корп.1","Российская Федерация, 127434, Москва, ШОССЕ ДМИТРОВСКОЕ, 5/1",7713652964,CU,3222499.98,2403325.0,137.0,0.7457951946984962,2021-07,127434
91345,373200018821001088,"Поставка сыпучих  материалов для проведения капитального ремонта защитных сооружений Головинского района в 2021 году по адресу: г. Москва, Ул. Онежская, д. 9/4, к. А",3732000188,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА СЕВЕРНОГО АДМИНИСТРАТИВНОГО ОКРУГА""","127434, Москва, Дмитровское шоссе, д.5, корп.1","Российская Федерация, 127434, Москва, ШОССЕ ДМИТРОВСКОЕ, 5/1",7713652964,AI,567840.0,9503333.5,89.0,16.735935298675685,2021-07,127434
91471,373200018821001216,Поставка  техники и оборудования на МТО помещения Окружного совета ветеранов в Тимирязевском районе города Москвы в 2021 году.,3732000188,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА СЕВЕРНОГО АДМИНИСТРАТИВНОГО ОКРУГА""","127434, Москва, Дмитровское шоссе, д.5, корп.1","Российская Федерация, 127434, Москва, ШОССЕ ДМИТРОВСКОЕ, 5/1",7713652964,AI,2504000.0,323900.0,20.0,0.12935303514376997,2021-08,127434
91535,373200018821001280,"Оказание услуг по медицинскому освидетельствованию (предварительный, периодический медосмотр) сотрудников в ГБУ ""Жилищник  района Аэропорт"" в 2021 году.",3732000188,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА СЕВЕРНОГО АДМИНИСТРАТИВНОГО ОКРУГА""","127434, Москва, Дмитровское шоссе, д.5, корп.1","Российская Федерация, 127434, Москва, ШОССЕ ДМИТРОВСКОЕ, 5/1",7713652964,AI,515048.65,782750.0,66.0,1.519759347005375,2021-09,127434
91663,373200018821001408,"Поставка хозяйственного имущества (ограждение строительное, раздаточное устройство) и приборов (электрические тепловые пушки) для накопления, хранения и использования в целях гражданской обороны для управы района Восточное Дегунино города Москвы в 2021 году",3732000188,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА СЕВЕРНОГО АДМИНИСТРАТИВНОГО ОКРУГА""","127434, Москва, Дмитровское шоссе, д.5, корп.1","Российская Федерация, 127434, Москва, ШОССЕ ДМИТРОВСКОЕ, 5/1",7713652964,AI,77021.6,558233.5,52.0,7.24775257849746,2021-10,127434
91721,373200018821001472,"Закупка входной двери для проведения работ по ремонту в квартире детей-сирот по адресу: г. Москва, Ленинградский пр., д.74, к.4, кв.22 в рамках программы СЭРР 2021 года.",3732000188,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА СЕВЕРНОГО АДМИНИСТРАТИВНОГО ОКРУГА""","127434, Москва, Дмитровское шоссе, д.5, корп.1","Российская Федерация, 127434, Москва, ШОССЕ ДМИТРОВСКОЕ, 5/1",7713652964,AI,25200.0,1492500.0,24.0,59.226190476190474,2021-11,127434
91848,373200018821001600,Поставка снегоходных уборочных машин для содержания дворовых территорий района Левобережный,3732000188,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА СЕВЕРНОГО АДМИНИСТРАТИВНОГО ОКРУГА""","127434, Москва, Дмитровское шоссе, д.5, корп.1","Российская Федерация, 127434, Москва, ШОССЕ ДМИТРОВСКОЕ, 5/1",7713652964,AI,2940000.0,60697.0,24.0,0.020645238095238095,2021-11,127434
91912,373200018821001664,"Оказание услуг по психиатрическому освидетельствованию сотрудников в ГБУ ""Жилищник района Аэропорт"" в 2022 году",3732000188,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА СЕВЕРНОГО АДМИНИСТРАТИВНОГО ОКРУГА""","127434, Москва, Дмитровское шоссе, д.5, корп.1","Российская Федерация, 127434, Москва, ШОССЕ ДМИТРОВСКОЕ, 5/1",7713652964,AI,556250.0,141133.99,7.0,0.2537240269662921,2021-12,127434
92047,373200020221000064,Аукцион в электронной форме на право заключения контракта на оказание услуг по влажной уборке остекленных поверхностей для Государственного бюджетного учреждения города Москвы «Центр крови имени О.К. Гаврилова Департамента здравоохранения города Москвы» в 2021 г.,3732000202,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ЦЕНТР КРОВИ ИМЕНИ О.К. ГАВРИЛОВА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","Российская Федерация, 125284, Москва, УЛ ПОЛИКАРПОВА, ДОМ 14/КОРПУС 1; 2; 3","Российская Федерация, 125284, Москва, УЛ ПОЛИКАРПОВА, ДОМ 14/КОРПУС 1; 2; 3",7714029960,CU,440103.23,2198240.24,400.0,4.994828690532447,2021-06,125284
92208,373200021521000064,"Электронный аукцион на поставку сертификатов и памяток для вакцинации населения против новой коронавирусной инфекции C0VID-19 для нужд ""ГБУЗ КДЦ № 6 ДЗМ""",3732000215,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""КОНСУЛЬТАТИВНО-ДИАГНОСТИЧЕСКИЙ ЦЕНТР № 6 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","Российская Федерация, 127540, Москва, ПРОЕЗД КЕРАМИЧЕСКИЙ, ДОМ 49Б","Российская Федерация, 127540, Москва, ПРОЕЗД КЕРАМИЧЕСКИЙ, ДОМ 49Б",7713210236,CU,2999970.0,44008.57,432.0,0.014669670030033633,2021-07,127540
92331,373200022220000640,"Поставка лекарственных средств (Цисплатин, Кальция фолинат) для нужд ГБУЗ МКНЦ имени А.С. Логинова ДЗМ в 2021 году",3732000222,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""МОСКОВСКИЙ КЛИНИЧЕСКИЙ НАУЧНО-ПРАКТИЧЕСКИЙ ЦЕНТР ИМЕНИ А.С. ЛОГИНОВА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","Российская Федерация, 111123, Москва, ш ЭНТУЗИАСТОВ, 86","Российская Федерация, 111123, Москва, ШОССЕ ЭНТУЗИАСТОВ, 86",7720093523,CU,1483250.0,478710.0,331.0,0.32274397438058317,2020-12,111123
92416,373200022221000064,Электронный аукцион на поставку раствора гемодиализного в 2021 году для нужд ГБУЗ МКНЦ имени А.С. Логинова ДЗМ,3732000222,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""МОСКОВСКИЙ КЛИНИЧЕСКИЙ НАУЧНО-ПРАКТИЧЕСКИЙ ЦЕНТР ИМЕНИ А.С. ЛОГИНОВА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","Российская Федерация, 111123, Москва, ш ЭНТУЗИАСТОВ, 86","Российская Федерация, 111123, Москва, ШОССЕ ЭНТУЗИАСТОВ, 86",7720093523,CU,5141160.0,4697673.74,281.0,0.9137380941266173,2021-02,111123
92477,373200022221000128,"Поставка лекарственных средств (Ломустин, Темозоломид,Мелфалан,Капецитабин) для нужд ГБУЗ МКНЦ имени А.С. Логинова ДЗМ в 2021 году",3732000222,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""МОСКОВСКИЙ КЛИНИЧЕСКИЙ НАУЧНО-ПРАКТИЧЕСКИЙ ЦЕНТР ИМЕНИ А.С. ЛОГИНОВА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","Российская Федерация, 111123, Москва, ш ЭНТУЗИАСТОВ, 86","Российская Федерация, 111123, Москва, ШОССЕ ЭНТУЗИАСТОВ, 86",7720093523,CU,591863.75,437800.0,255.0,0.73969726985307,2021-03,111123
